time,x,y,z,yaw,x_des,y_des,z_des,yaw_des
2.04000,-0.90824,-0.35404,0.74873,-0.00399,0.00000,0.00000,1.00000,0.00000,
2.07000,-0.86455,-0.32695,0.76680,-0.00379,0.00000,0.00000,1.00000,0.00000,
2.10000,-0.84284,-0.31348,0.77573,-0.00376,0.00000,0.00000,1.00000,0.00000,
2.14000,-0.79992,-0.28681,0.79337,-0.00403,0.00000,0.00000,1.00000,0.00000,
2.17000,-0.75807,-0.26069,0.81075,-0.00517,0.00000,0.00000,1.00000,0.00000,
2.20000,-0.72778,-0.24162,0.82361,-0.00688,0.00000,0.00000,1.00000,0.00000,
2.24000,-0.69879,-0.22317,0.83629,-0.00922,0.00000,0.00000,1.00000,0.00000,
2.27000,-0.66273,-0.19973,0.85281,-0.01319,0.00000,0.00000,1.00000,0.00000,
2.30000,-0.62284,-0.17270,0.87273,-0.01884,0.00000,0.00000,1.00000,0.00000,
2.37000,-0.59588,-0.15316,0.88794,-0.02318,0.00000,0.00000,1.00000,0.00000,
2.40000,-0.56483,-0.12760,0.90934,-0.02743,0.00000,0.00000,1.00000,0.00000,
2.47000,-0.55078,-0.11306,0.92262,-0.02793,0.00000,0.00000,1.00000,0.00000,
2.50000,-0.54375,-0.10338,0.93207,-0.02721,0.00000,0.00000,1.00000,0.00000,
2.54000,-0.53885,-0.09191,0.94405,-0.02485,0.00000,0.00000,1.00000,0.00000,
2.57000,-0.53828,-0.08422,0.95265,-0.02260,0.00000,0.00000,1.00000,0.00000,
2.60000,-0.54005,-0.07714,0.96098,-0.02049,0.00000,0.00000,1.00000,0.00000,
2.64000,-0.55137,-0.06227,0.97964,-0.01689,0.00000,0.00000,1.00000,0.00000,
2.70000,-0.56347,-0.05239,0.99239,-0.01570,0.00000,0.00000,1.00000,0.00000,
2.77000,-0.57928,-0.04058,1.00713,-0.01610,0.00000,0.00000,1.00000,0.00000,
2.80000,-0.58431,-0.03655,1.01189,-0.01661,0.00000,0.00000,1.00000,0.00000,
2.84000,-0.59871,-0.02160,1.02781,-0.01920,0.00000,0.00000,1.00000,0.00000,
2.90000,-0.60359,-0.01230,1.03625,-0.02057,0.00000,0.00000,1.00000,0.00000,
2.94000,-0.60506,0.00289,1.04781,-0.02137,0.00000,0.00000,1.00000,0.00000,
3.00000,-0.60196,0.01387,1.05475,-0.02086,0.00000,0.00000,1.00000,0.00000,
3.04000,-0.59760,0.02251,1.05958,-0.02007,0.00000,0.00000,1.00000,0.00000,
3.07000,-0.59167,0.03145,1.06413,-0.01915,0.00000,0.00000,1.00000,0.00000,
3.10000,-0.58169,0.04371,1.06980,-0.01799,0.00000,0.00000,1.00000,0.00000,
3.14000,-0.56019,0.06555,1.07878,-0.01697,0.00000,0.00000,1.00000,0.00000,
3.20000,-0.54332,0.08087,1.08462,-0.01735,0.00000,0.00000,1.00000,0.00000,
3.27000,-0.52659,0.09542,1.09006,-0.01842,0.00000,0.00000,1.00000,0.00000,
3.30000,-0.51706,0.10359,1.09313,-0.01909,0.00000,0.00000,1.00000,0.00000,
3.34000,-0.51102,0.10876,1.09510,-0.01948,0.00000,0.00000,1.00000,0.00000,
3.37000,-0.50254,0.11605,1.09792,-0.01985,0.00000,0.00000,1.00000,0.00000,
3.40000,-0.49241,0.12482,1.10145,-0.01985,0.00000,0.00000,1.00000,0.00000,
3.44000,-0.48367,0.13247,1.10474,-0.01921,0.00000,0.00000,1.00000,0.00000,
3.47000,-0.47798,0.13745,1.10706,-0.01838,0.00000,0.00000,1.00000,0.00000,
3.50000,-0.47295,0.14183,1.10929,-0.01735,0.00000,0.00000,1.00000,0.00000,
3.54000,-0.46313,0.14984,1.11412,-0.01470,0.00000,0.00000,1.00000,0.00000,
3.60000,-0.45581,0.15466,1.11789,-0.01257,0.00000,0.00000,1.00000,0.00000,
3.67000,-0.44695,0.15855,1.12185,-0.01074,0.00000,0.00000,1.00000,0.00000,
3.74000,-0.44112,0.16019,1.12386,-0.01002,0.00000,0.00000,1.00000,0.00000,
3.77000,-0.43448,0.16155,1.12568,-0.00949,0.00000,0.00000,1.00000,0.00000,
3.80000,-0.42887,0.16245,1.12690,-0.00916,0.00000,0.00000,1.00000,0.00000,
3.84000,-0.42484,0.16302,1.12764,-0.00896,0.00000,0.00000,1.00000,0.00000,
3.87000,-0.41605,0.16412,1.12896,-0.00856,0.00000,0.00000,1.00000,0.00000,
3.90000,-0.40640,0.16520,1.13005,-0.00813,0.00000,0.00000,1.00000,0.00000,
3.94000,-0.40130,0.16576,1.13052,-0.00790,0.00000,0.00000,1.00000,0.00000,
3.97000,-0.38236,0.16783,1.13176,-0.00703,0.00000,0.00000,1.00000,0.00000,
4.00000,-0.37114,0.16911,1.13221,-0.00652,0.00000,0.00000,1.00000,0.00000,
4.07000,-0.35992,0.17046,1.13249,-0.00601,0.00000,0.00000,1.00000,0.00000,
4.10000,-0.35440,0.17117,1.13257,-0.00576,0.00000,0.00000,1.00000,0.00000,
4.14000,-0.34367,0.17262,1.13262,-0.00528,0.00000,0.00000,1.00000,0.00000,
4.17000,-0.33602,0.17376,1.13257,-0.00493,0.00000,0.00000,1.00000,0.00000,
4.20000,-0.32654,0.17531,1.13239,-0.00449,0.00000,0.00000,1.00000,0.00000,
4.24000,-0.32217,0.17610,1.13226,-0.00428,0.00000,0.00000,1.00000,0.00000,
4.27000,-0.31246,0.17813,1.13176,-0.00380,0.00000,0.00000,1.00000,0.00000,
4.30000,-0.30909,0.17895,1.13150,-0.00363,0.00000,0.00000,1.00000,0.00000,
4.34000,-0.30324,0.18063,1.13089,-0.00330,0.00000,0.00000,1.00000,0.00000,
4.37000,-0.29856,0.18232,1.13015,-0.00299,0.00000,0.00000,1.00000,0.00000,
4.40000,-0.29353,0.18491,1.12886,-0.00254,0.00000,0.00000,1.00000,0.00000,
4.44000,-0.29178,0.18621,1.12813,-0.00232,0.00000,0.00000,1.00000,0.00000,
4.50000,-0.29009,0.18795,1.12710,-0.00201,0.00000,0.00000,1.00000,0.00000,
4.54000,-0.28945,0.18882,1.12656,-0.00185,0.00000,0.00000,1.00000,0.00000,
4.57000,-0.28848,0.19052,1.12543,-0.00153,0.00000,0.00000,1.00000,0.00000,
4.60000,-0.28721,0.19339,1.12328,-0.00098,0.00000,0.00000,1.00000,0.00000,
4.67000,-0.28663,0.19455,1.12230,-0.00075,0.00000,0.00000,1.00000,0.00000,
4.70000,-0.28569,0.19600,1.12093,-0.00048,0.00000,0.00000,1.00000,0.00000,
4.74000,-0.28512,0.19669,1.12022,-0.00036,0.00000,0.00000,1.00000,0.00000,
4.77000,-0.28374,0.19795,1.11876,-0.00014,0.00000,0.00000,1.00000,0.00000,
4.80000,-0.28202,0.19907,1.11724,0.00004,0.00000,0.00000,1.00000,0.00000,
4.84000,-0.28104,0.19957,1.11646,0.00012,0.00000,0.00000,1.00000,0.00000,
4.87000,-0.27826,0.20064,1.11445,0.00029,0.00000,0.00000,1.00000,0.00000,
4.90000,-0.27641,0.20114,1.11321,0.00038,0.00000,0.00000,1.00000,0.00000,
4.94000,-0.27510,0.20142,1.11237,0.00044,0.00000,0.00000,1.00000,0.00000,
4.97000,-0.27025,0.20202,1.10935,0.00060,0.00000,0.00000,1.00000,0.00000,
5.04000,-0.26810,0.20210,1.10801,0.00066,0.00000,0.00000,1.00000,0.00000,
5.07000,-0.26241,0.20182,1.10437,0.00079,0.00000,0.00000,1.00000,0.00000,
5.14000,-0.26104,0.20165,1.10344,0.00082,0.00000,0.00000,1.00000,0.00000,
5.17000,-0.25779,0.20104,1.10110,0.00089,0.00000,0.00000,1.00000,0.00000,
5.20000,-0.25656,0.20073,1.10015,0.00092,0.00000,0.00000,1.00000,0.00000,
5.24000,-0.25428,0.20003,1.09825,0.00098,0.00000,0.00000,1.00000,0.00000,
5.27000,-0.25271,0.19943,1.09681,0.00103,0.00000,0.00000,1.00000,0.00000,
5.30000,-0.25081,0.19855,1.09488,0.00108,0.00000,0.00000,1.00000,0.00000,
5.34000,-0.24954,0.19783,1.09343,0.00111,0.00000,0.00000,1.00000,0.00000,
5.37000,-0.24802,0.19682,1.09150,0.00116,0.00000,0.00000,1.00000,0.00000,
5.40000,-0.24733,0.19630,1.09053,0.00118,0.00000,0.00000,1.00000,0.00000,
5.44000,-0.24638,0.19550,1.08908,0.00120,0.00000,0.00000,1.00000,0.00000,
5.47000,-0.24498,0.19414,1.08667,0.00124,0.00000,0.00000,1.00000,0.00000,
5.50000,-0.24376,0.19277,1.08427,0.00126,0.00000,0.00000,1.00000,0.00000,
5.54000,-0.24287,0.19168,1.08237,0.00127,0.00000,0.00000,1.00000,0.00000,
5.60000,-0.24202,0.19060,1.08048,0.00128,0.00000,0.00000,1.00000,0.00000,
5.64000,-0.24161,0.19007,1.07954,0.00128,0.00000,0.00000,1.00000,0.00000,
5.67000,-0.24079,0.18903,1.07768,0.00128,0.00000,0.00000,1.00000,0.00000,
5.70000,-0.23996,0.18800,1.07583,0.00128,0.00000,0.00000,1.00000,0.00000,
5.74000,-0.23975,0.18774,1.07537,0.00128,0.00000,0.00000,1.00000,0.00000,
5.77000,-0.23847,0.18623,1.07265,0.00127,0.00000,0.00000,1.00000,0.00000,
5.80000,-0.23804,0.18572,1.07175,0.00126,0.00000,0.00000,1.00000,0.00000,
5.84000,-0.23716,0.18472,1.06997,0.00125,0.00000,0.00000,1.00000,0.00000,
5.87000,-0.23628,0.18370,1.06821,0.00123,0.00000,0.00000,1.00000,0.00000,
5.90000,-0.23584,0.18318,1.06735,0.00122,0.00000,0.00000,1.00000,0.00000,
5.94000,-0.23498,0.18213,1.06563,0.00120,0.00000,0.00000,1.00000,0.00000,
5.97000,-0.23436,0.18131,1.06437,0.00118,0.00000,0.00000,1.00000,0.00000,
6.00000,-0.23358,0.18019,1.06270,0.00115,0.00000,0.00000,1.00000,0.00000,
6.04000,-0.23304,0.17930,1.06148,0.00113,0.00000,0.00000,1.00000,0.00000,
6.07000,-0.23254,0.17838,1.06027,0.00111,0.00000,0.00000,1.00000,0.00000,
6.10000,-0.23171,0.17641,1.05790,0.00106,0.00000,0.00000,1.00000,0.00000,
6.17000,-0.23120,0.17461,1.05599,0.00102,0.00000,0.00000,1.00000,0.00000,
6.20000,-0.23089,0.17267,1.05413,0.00098,0.00000,0.00000,1.00000,0.00000,
6.27000,-0.23078,0.17102,1.05269,0.00095,0.00000,0.00000,1.00000,0.00000,
6.30000,-0.23089,0.16789,1.05024,0.00090,0.00000,0.00000,1.00000,0.00000,
6.37000,-0.23104,0.16647,1.04923,0.00088,0.00000,0.00000,1.00000,0.00000,
6.40000,-0.23133,0.16452,1.04791,0.00085,0.00000,0.00000,1.00000,0.00000,
6.44000,-0.23160,0.16301,1.04694,0.00083,0.00000,0.00000,1.00000,0.00000,
6.47000,-0.23203,0.16095,1.04569,0.00080,0.00000,0.00000,1.00000,0.00000,
6.50000,-0.23227,0.15990,1.04507,0.00079,0.00000,0.00000,1.00000,0.00000,
6.54000,-0.23318,0.15617,1.04300,0.00074,0.00000,0.00000,1.00000,0.00000,
6.57000,-0.23374,0.15401,1.04186,0.00071,0.00000,0.00000,1.00000,0.00000,
6.64000,-0.23402,0.15293,1.04131,0.00069,0.00000,0.00000,1.00000,0.00000,
6.67000,-0.23458,0.15076,1.04023,0.00066,0.00000,0.00000,1.00000,0.00000,
6.70000,-0.23551,0.14700,1.03843,0.00061,0.00000,0.00000,1.00000,0.00000,
6.74000,-0.23588,0.14540,1.03769,0.00059,0.00000,0.00000,1.00000,0.00000,
6.77000,-0.23633,0.14330,1.03674,0.00056,0.00000,0.00000,1.00000,0.00000,
6.84000,-0.23654,0.14226,1.03628,0.00055,0.00000,0.00000,1.00000,0.00000,
6.87000,-0.23700,0.13968,1.03516,0.00051,0.00000,0.00000,1.00000,0.00000,
6.90000,-0.23717,0.13867,1.03473,0.00050,0.00000,0.00000,1.00000,0.00000,
6.94000,-0.23771,0.13464,1.03308,0.00045,0.00000,0.00000,1.00000,0.00000,
7.00000,-0.23802,0.13167,1.03194,0.00041,0.00000,0.00000,1.00000,0.00000,
7.07000,-0.23826,0.12870,1.03087,0.00038,0.00000,0.00000,1.00000,0.00000,
7.14000,-0.23833,0.12771,1.03053,0.00036,0.00000,0.00000,1.00000,0.00000,
7.17000,-0.23855,0.12424,1.02940,0.00033,0.00000,0.00000,1.00000,0.00000,
7.24000,-0.23863,0.12274,1.02894,0.00031,0.00000,0.00000,1.00000,0.00000,
7.27000,-0.23877,0.12023,1.02822,0.00029,0.00000,0.00000,1.00000,0.00000,
7.30000,-0.23886,0.11871,1.02780,0.00027,0.00000,0.00000,1.00000,0.00000,
7.34000,-0.23905,0.11513,1.02689,0.00024,0.00000,0.00000,1.00000,0.00000,
7.40000,-0.23917,0.11306,1.02641,0.00022,0.00000,0.00000,1.00000,0.00000,
7.44000,-0.23934,0.10993,1.02574,0.00020,0.00000,0.00000,1.00000,0.00000,
7.50000,-0.23950,0.10679,1.02511,0.00018,0.00000,0.00000,1.00000,0.00000,
7.57000,-0.23969,0.10261,1.02436,0.00015,0.00000,0.00000,1.00000,0.00000,
7.64000,-0.23976,0.10106,1.02410,0.00013,0.00000,0.00000,1.00000,0.00000,
7.67000,-0.23981,0.09953,1.02386,0.00012,0.00000,0.00000,1.00000,0.00000,
7.70000,-0.23985,0.09801,1.02362,0.00011,0.00000,0.00000,1.00000,0.00000,
7.74000,-0.23990,0.09602,1.02332,0.00010,0.00000,0.00000,1.00000,0.00000,
7.77000,-0.23992,0.09455,1.02311,0.00009,0.00000,0.00000,1.00000,0.00000,
7.80000,-0.23993,0.09168,1.02272,0.00007,0.00000,0.00000,1.00000,0.00000,
7.84000,-0.23991,0.08982,1.02248,0.00006,0.00000,0.00000,1.00000,0.00000,
7.90000,-0.23982,0.08669,1.02209,0.00005,0.00000,0.00000,1.00000,0.00000,
7.97000,-0.23974,0.08496,1.02189,0.00004,0.00000,0.00000,1.00000,0.00000,
8.00000,-0.23970,0.08411,1.02180,0.00003,0.00000,0.00000,1.00000,0.00000,
8.04000,-0.23962,0.08286,1.02166,0.00003,0.00000,0.00000,1.00000,0.00000,
8.07000,-0.23950,0.08123,1.02149,0.00002,0.00000,0.00000,1.00000,0.00000,
8.10000,-0.23926,0.07848,1.02123,0.00001,0.00000,0.00000,1.00000,0.00000,
8.14000,-0.23911,0.07695,1.02109,0.00000,0.00000,0.00000,1.00000,0.00000,
8.20000,-0.23898,0.07583,1.02099,-0.00000,0.00000,0.00000,1.00000,0.00000,
8.24000,-0.23889,0.07510,1.02093,-0.00001,0.00000,0.00000,1.00000,0.00000,
8.27000,-0.23876,0.07401,1.02084,-0.00001,0.00000,0.00000,1.00000,0.00000,
8.30000,-0.23852,0.07223,1.02071,-0.00002,0.00000,0.00000,1.00000,0.00000,
8.34000,-0.23841,0.07153,1.02066,-0.00002,0.00000,0.00000,1.00000,0.00000,
8.37000,-0.23798,0.06880,1.02047,-0.00002,0.00000,0.00000,1.00000,0.00000,
8.44000,-0.23781,0.06780,1.02041,-0.00003,0.00000,0.00000,1.00000,0.00000,
8.47000,-0.23756,0.06649,1.02033,-0.00003,0.00000,0.00000,1.00000,0.00000,
8.50000,-0.23737,0.06553,1.02028,-0.00003,0.00000,0.00000,1.00000,0.00000,
8.54000,-0.23717,0.06458,1.02023,-0.00004,0.00000,0.00000,1.00000,0.00000,
8.57000,-0.23696,0.06364,1.02018,-0.00004,0.00000,0.00000,1.00000,0.00000,
8.60000,-0.23668,0.06242,1.02012,-0.00004,0.00000,0.00000,1.00000,0.00000,
8.64000,-0.23645,0.06153,1.02008,-0.00004,0.00000,0.00000,1.00000,0.00000,
8.67000,-0.23613,0.06036,1.02003,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.70000,-0.23597,0.05979,1.02000,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.74000,-0.23579,0.05923,1.01998,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.77000,-0.23525,0.05759,1.01990,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.80000,-0.23496,0.05679,1.01987,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.84000,-0.23476,0.05627,1.01985,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.87000,-0.23390,0.05429,1.01976,-0.00005,0.00000,0.00000,1.00000,0.00000,
8.94000,-0.23319,0.05289,1.01970,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.00000,-0.23269,0.05200,1.01966,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.04000,-0.23243,0.05157,1.01964,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.07000,-0.23176,0.05053,1.01958,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.10000,-0.23134,0.04993,1.01955,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.14000,-0.23120,0.04974,1.01954,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.17000,-0.23046,0.04879,1.01948,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.20000,-0.22985,0.04807,1.01944,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.24000,-0.22873,0.04688,1.01935,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.30000,-0.22840,0.04656,1.01933,-0.00005,0.00000,0.00000,1.00000,0.00000,
9.34000,-0.22773,0.04593,1.01927,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.37000,-0.22704,0.04533,1.01922,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.40000,-0.22651,0.04490,1.01918,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.44000,-0.22614,0.04462,1.01915,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.47000,-0.22541,0.04408,1.01909,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.50000,-0.22466,0.04356,1.01903,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.54000,-0.22409,0.04319,1.01898,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.57000,-0.22331,0.04271,1.01891,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.60000,-0.22271,0.04237,1.01886,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.64000,-0.22251,0.04226,1.01885,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.67000,-0.22150,0.04172,1.01876,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.70000,-0.22026,0.04113,1.01864,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.77000,-0.21919,0.04068,1.01854,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.80000,-0.21876,0.04050,1.01850,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.84000,-0.21745,0.04002,1.01837,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.90000,-0.21565,0.03945,1.01819,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.97000,-0.21473,0.03920,1.01809,-0.00001,0.00000,0.00000,1.00000,0.00000,
10.00000,-0.21426,0.03908,1.01805,-0.00001,0.00000,0.00000,1.00000,0.00000,
10.04000,-0.21355,0.03891,1.01797,-0.00001,0.00000,0.00000,1.00000,0.00000,
10.07000,-0.21187,0.03856,1.01779,-0.00001,0.00000,-0.00000,1.00000,0.00000,
10.14000,-0.21089,0.03839,1.01769,-0.00001,0.00000,-0.00000,1.00000,0.00000,
10.17000,-0.21015,0.03828,1.01761,-0.00001,0.00000,-0.00001,1.00000,0.00000,
10.20000,-0.20941,0.03817,1.01752,-0.00000,0.00000,-0.00003,1.00000,0.00000,
10.24000,-0.20866,0.03807,1.01744,-0.00000,0.00000,-0.00006,1.00000,0.00000,
10.27000,-0.20740,0.03793,1.01730,-0.00000,0.00000,-0.00009,1.00000,0.00000,
10.30000,-0.20588,0.03779,1.01712,-0.00000,0.00000,-0.00016,1.00000,0.00000,
10.37000,-0.20409,0.03766,1.01691,-0.00000,0.00000,-0.00031,1.00000,0.00000,
10.44000,-0.20332,0.03760,1.01681,0.00000,0.00000,-0.00058,1.00000,0.00000,
10.47000,-0.20254,0.03754,1.01672,0.00000,0.00000,-0.00073,1.00000,0.00000,
10.50000,-0.20176,0.03747,1.01662,0.00000,0.00000,-0.00097,1.00000,0.00000,
10.54000,-0.20072,0.03737,1.01650,-0.00000,0.00000,-0.00118,1.00000,0.00000,
10.57000,-0.19889,0.03714,1.01627,-0.00000,0.00000,-0.00142,1.00000,0.00000,
10.64000,-0.19836,0.03707,1.01620,-0.00000,0.00000,-0.00209,1.00000,0.00000,
10.67000,-0.19704,0.03684,1.01603,-0.00000,0.00000,-0.00244,1.00000,0.00000,
10.70000,-0.19625,0.03668,1.01593,-0.00000,0.00000,-0.00295,1.00000,0.00000,
10.74000,-0.19492,0.03636,1.01576,-0.00001,0.00000,-0.00338,1.00000,0.00000,
10.80000,-0.19305,0.03579,1.01552,-0.00001,0.00000,-0.00454,1.00000,0.00000,
10.84000,-0.19171,0.03528,1.01534,-0.00001,0.00000,-0.00572,1.00000,0.00000,
10.87000,-0.19144,0.03517,1.01531,-0.00001,0.00000,-0.00661,1.00000,0.00000,
10.94000,-0.18929,0.03415,1.01503,-0.00001,0.00001,-0.00733,1.00000,0.00000,
11.00000,-0.18875,0.03385,1.01495,-0.00001,0.00001,-0.00922,1.00000,0.00000,
11.04000,-0.18739,0.03303,1.01477,-0.00002,0.00001,-0.01011,1.00000,0.00000,
11.07000,-0.18684,0.03267,1.01470,-0.00002,0.00001,-0.01106,1.00000,0.00000,
11.10000,-0.18575,0.03188,1.01456,-0.00002,0.00002,-0.01242,1.00000,0.00000,
11.14000,-0.18466,0.03101,1.01441,-0.00002,0.00002,-0.01350,1.00000,0.00000,
11.17000,-0.18384,0.03030,1.01430,-0.00002,0.00002,-0.01465,1.00000,0.00000,
11.20000,-0.18219,0.02872,1.01408,-0.00002,0.00003,-0.01627,1.00000,0.00000,
11.27000,-0.18081,0.02723,1.01390,-0.00002,0.00004,-0.01892,1.00000,0.00000,
11.30000,-0.17998,0.02626,1.01379,-0.00003,0.00004,-0.02083,1.00000,0.00000,
11.34000,-0.17943,0.02558,1.01371,-0.00003,0.00005,-0.02235,1.00000,0.00000,
11.37000,-0.17832,0.02414,1.01356,-0.00003,0.00006,-0.02393,1.00000,0.00000,
11.40000,-0.17721,0.02260,1.01341,-0.00003,0.00007,-0.02615,1.00000,0.00000,
11.44000,-0.17555,0.02009,1.01319,-0.00003,0.00008,-0.02791,1.00000,0.00000,
11.50000,-0.17445,0.01828,1.01304,-0.00003,0.00010,-0.03229,1.00000,0.00000,
11.54000,-0.17362,0.01685,1.01292,-0.00003,0.00012,-0.03430,1.00000,0.00000,
11.57000,-0.17197,0.01380,1.01269,-0.00003,0.00013,-0.03638,1.00000,0.00000,
11.60000,-0.17114,0.01217,1.01258,-0.00003,0.00017,-0.04157,1.00000,0.00000,
11.67000,-0.16977,0.00931,1.01239,-0.00004,0.00019,-0.04393,1.00000,0.00000,
11.70000,-0.16895,0.00750,1.01228,-0.00004,0.00022,-0.04721,1.00000,0.00000,
11.74000,-0.16840,0.00625,1.01220,-0.00004,0.00025,-0.04977,1.00000,0.00000,
