time,x,y,z,yaw,x_des,y_des,z_des,yaw_des
2.60000,0.51732,-0.16025,1.00904,-0.04726,0.00000,0.00000,1.00000,0.00000,
2.64000,0.54467,-0.13945,1.02163,-0.06531,0.00000,0.00000,1.00000,0.00000,
2.70000,0.56884,-0.13727,1.02909,-0.07808,0.00000,0.00000,1.00000,0.00000,
2.77000,0.58462,-0.14346,1.03260,-0.08467,0.00000,0.00000,1.00000,0.00000,
2.80000,0.59230,-0.14857,1.03402,-0.08720,0.00000,0.00000,1.00000,0.00000,
2.84000,0.61414,-0.17018,1.03739,-0.09137,0.00000,0.00000,1.00000,0.00000,
2.90000,0.63074,-0.19275,1.03967,-0.09145,0.00000,0.00000,1.00000,0.00000,
2.94000,0.65149,-0.22549,1.04257,-0.08920,0.00000,0.00000,1.00000,0.00000,
3.00000,0.65694,-0.23421,1.04334,-0.08850,0.00000,0.00000,1.00000,0.00000,
3.04000,0.66733,-0.24992,1.04474,-0.08759,0.00000,0.00000,1.00000,0.00000,
3.07000,0.67720,-0.26263,1.04595,-0.08752,0.00000,0.00000,1.00000,0.00000,
3.10000,0.67961,-0.26526,1.04622,-0.08763,0.00000,0.00000,1.00000,0.00000,
3.14000,0.70130,-0.27805,1.04780,-0.08898,0.00000,0.00000,1.00000,0.00000,
3.20000,0.71396,-0.27668,1.04808,-0.08889,0.00000,0.00000,1.00000,0.00000,
3.27000,0.72753,-0.26998,1.04805,-0.08741,0.00000,0.00000,1.00000,0.00000,
3.30000,0.73620,-0.26388,1.04792,-0.08574,0.00000,0.00000,1.00000,0.00000,
3.34000,0.74220,-0.25914,1.04782,-0.08440,0.00000,0.00000,1.00000,0.00000,
3.37000,0.75473,-0.24847,1.04760,-0.08138,0.00000,0.00000,1.00000,0.00000,
3.40000,0.76454,-0.23980,1.04745,-0.07903,0.00000,0.00000,1.00000,0.00000,
3.44000,0.77463,-0.23088,1.04729,-0.07673,0.00000,0.00000,1.00000,0.00000,
3.47000,0.79184,-0.21616,1.04706,-0.07331,0.00000,0.00000,1.00000,0.00000,
3.50000,0.80225,-0.20774,1.04695,-0.07157,0.00000,0.00000,1.00000,0.00000,
3.54000,0.81937,-0.19487,1.04681,-0.06905,0.00000,0.00000,1.00000,0.00000,
3.60000,0.84505,-0.17817,1.04674,-0.06547,0.00000,0.00000,1.00000,0.00000,
3.67000,0.86454,-0.16781,1.04689,-0.06216,0.00000,0.00000,1.00000,0.00000,
3.74000,0.87177,-0.16451,1.04702,-0.06051,0.00000,0.00000,1.00000,0.00000,
3.77000,0.87827,-0.16181,1.04719,-0.05871,0.00000,0.00000,1.00000,0.00000,
3.80000,0.88575,-0.15901,1.04748,-0.05610,0.00000,0.00000,1.00000,0.00000,
3.84000,0.89049,-0.15741,1.04774,-0.05405,0.00000,0.00000,1.00000,0.00000,
3.87000,0.89451,-0.15615,1.04805,-0.05200,0.00000,0.00000,1.00000,0.00000,
3.90000,0.89886,-0.15483,1.04853,-0.04931,0.00000,0.00000,1.00000,0.00000,
3.94000,0.90143,-0.15404,1.04894,-0.04736,0.00000,0.00000,1.00000,0.00000,
3.97000,0.90516,-0.15269,1.04986,-0.04366,0.00000,0.00000,1.00000,0.00000,
4.00000,0.90688,-0.15182,1.05055,-0.04136,0.00000,0.00000,1.00000,0.00000,
4.07000,0.90823,-0.15088,1.05130,-0.03917,0.00000,0.00000,1.00000,0.00000,
4.10000,0.90883,-0.15036,1.05169,-0.03812,0.00000,0.00000,1.00000,0.00000,
4.14000,0.90971,-0.14952,1.05228,-0.03658,0.00000,0.00000,1.00000,0.00000,
4.17000,0.91099,-0.14827,1.05311,-0.03459,0.00000,0.00000,1.00000,0.00000,
4.20000,0.91212,-0.14722,1.05374,-0.03314,0.00000,0.00000,1.00000,0.00000,
4.24000,0.91399,-0.14568,1.05460,-0.03123,0.00000,0.00000,1.00000,0.00000,
4.27000,0.91638,-0.14403,1.05547,-0.02935,0.00000,0.00000,1.00000,0.00000,
4.30000,0.91856,-0.14272,1.05612,-0.02798,0.00000,0.00000,1.00000,0.00000,
4.34000,0.92108,-0.14138,1.05676,-0.02663,0.00000,0.00000,1.00000,0.00000,
4.37000,0.92499,-0.13958,1.05761,-0.02489,0.00000,0.00000,1.00000,0.00000,
4.40000,0.93195,-0.13697,1.05885,-0.02243,0.00000,0.00000,1.00000,0.00000,
4.44000,0.93722,-0.13536,1.05966,-0.02091,0.00000,0.00000,1.00000,0.00000,
4.50000,0.94002,-0.13462,1.06005,-0.02018,0.00000,0.00000,1.00000,0.00000,
4.54000,0.94587,-0.13330,1.06083,-0.01881,0.00000,0.00000,1.00000,0.00000,
4.57000,0.95194,-0.13222,1.06160,-0.01754,0.00000,0.00000,1.00000,0.00000,
4.60000,0.96119,-0.13119,1.06271,-0.01579,0.00000,0.00000,1.00000,0.00000,
4.67000,0.96725,-0.13093,1.06344,-0.01467,0.00000,0.00000,1.00000,0.00000,
4.70000,0.97021,-0.13094,1.06379,-0.01412,0.00000,0.00000,1.00000,0.00000,
4.74000,0.97594,-0.13124,1.06449,-0.01303,0.00000,0.00000,1.00000,0.00000,
4.77000,0.98139,-0.13190,1.06516,-0.01195,0.00000,0.00000,1.00000,0.00000,
4.80000,0.98527,-0.13263,1.06565,-0.01117,0.00000,0.00000,1.00000,0.00000,
4.84000,0.98898,-0.13355,1.06613,-0.01040,0.00000,0.00000,1.00000,0.00000,
4.87000,0.99367,-0.13504,1.06675,-0.00942,0.00000,0.00000,1.00000,0.00000,
4.90000,0.99700,-0.13635,1.06720,-0.00872,0.00000,0.00000,1.00000,0.00000,
4.94000,0.99914,-0.13731,1.06748,-0.00827,0.00000,0.00000,1.00000,0.00000,
4.97000,1.00613,-0.14115,1.06844,-0.00677,0.00000,0.00000,1.00000,0.00000,
5.04000,1.00892,-0.14300,1.06882,-0.00618,0.00000,0.00000,1.00000,0.00000,
5.07000,1.01504,-0.14767,1.06963,-0.00491,0.00000,0.00000,1.00000,0.00000,
5.14000,1.01835,-0.15052,1.07006,-0.00425,0.00000,0.00000,1.00000,0.00000,
5.17000,1.02155,-0.15345,1.07045,-0.00364,0.00000,0.00000,1.00000,0.00000,
5.20000,1.02311,-0.15494,1.07063,-0.00335,0.00000,0.00000,1.00000,0.00000,
5.24000,1.02618,-0.15794,1.07098,-0.00281,0.00000,0.00000,1.00000,0.00000,
5.27000,1.02918,-0.16097,1.07128,-0.00230,0.00000,0.00000,1.00000,0.00000,
5.30000,1.03138,-0.16323,1.07149,-0.00195,0.00000,0.00000,1.00000,0.00000,
5.34000,1.03283,-0.16474,1.07161,-0.00172,0.00000,0.00000,1.00000,0.00000,
5.37000,1.03638,-0.16847,1.07189,-0.00119,0.00000,0.00000,1.00000,0.00000,
5.40000,1.03776,-0.16994,1.07198,-0.00100,0.00000,0.00000,1.00000,0.00000,
5.44000,1.04048,-0.17285,1.07215,-0.00063,0.00000,0.00000,1.00000,0.00000,
5.47000,1.04246,-0.17500,1.07225,-0.00037,0.00000,0.00000,1.00000,0.00000,
5.50000,1.04626,-0.17919,1.07238,0.00011,0.00000,0.00000,1.00000,0.00000,
5.54000,1.04866,-0.18191,1.07243,0.00039,0.00000,0.00000,1.00000,0.00000,
5.60000,1.05093,-0.18457,1.07245,0.00064,0.00000,0.00000,1.00000,0.00000,
5.64000,1.05202,-0.18589,1.07244,0.00076,0.00000,0.00000,1.00000,0.00000,
5.67000,1.05458,-0.18913,1.07239,0.00103,0.00000,0.00000,1.00000,0.00000,
5.70000,1.05600,-0.19105,1.07234,0.00117,0.00000,0.00000,1.00000,0.00000,
5.74000,1.05734,-0.19295,1.07227,0.00131,0.00000,0.00000,1.00000,0.00000,
5.77000,1.05859,-0.19485,1.07218,0.00143,0.00000,0.00000,1.00000,0.00000,
5.80000,1.05977,-0.19673,1.07207,0.00154,0.00000,0.00000,1.00000,0.00000,
5.84000,1.06120,-0.19924,1.07190,0.00167,0.00000,0.00000,1.00000,0.00000,
5.87000,1.06250,-0.20176,1.07170,0.00178,0.00000,0.00000,1.00000,0.00000,
5.90000,1.06310,-0.20302,1.07159,0.00183,0.00000,0.00000,1.00000,0.00000,
5.94000,1.06421,-0.20555,1.07134,0.00193,0.00000,0.00000,1.00000,0.00000,
5.97000,1.06497,-0.20746,1.07114,0.00199,0.00000,0.00000,1.00000,0.00000,
6.00000,1.06590,-0.21003,1.07084,0.00206,0.00000,0.00000,1.00000,0.00000,
6.04000,1.06654,-0.21198,1.07060,0.00210,0.00000,0.00000,1.00000,0.00000,
6.07000,1.06734,-0.21460,1.07025,0.00215,0.00000,0.00000,1.00000,0.00000,
6.10000,1.06825,-0.21794,1.06978,0.00220,0.00000,0.00000,1.00000,0.00000,
6.17000,1.06911,-0.22133,1.06927,0.00223,0.00000,0.00000,1.00000,0.00000,
6.20000,1.06993,-0.22479,1.06873,0.00225,0.00000,0.00000,1.00000,0.00000,
6.27000,1.07075,-0.22830,1.06815,0.00225,0.00000,0.00000,1.00000,0.00000,
6.30000,1.07157,-0.23187,1.06753,0.00224,0.00000,0.00000,1.00000,0.00000,
6.37000,1.07242,-0.23547,1.06689,0.00222,0.00000,0.00000,1.00000,0.00000,
6.40000,1.07294,-0.23765,1.06649,0.00221,0.00000,0.00000,1.00000,0.00000,
6.44000,1.07347,-0.23984,1.06608,0.00219,0.00000,0.00000,1.00000,0.00000,
6.47000,1.07419,-0.24277,1.06551,0.00216,0.00000,0.00000,1.00000,0.00000,
6.50000,1.07456,-0.24423,1.06523,0.00214,0.00000,0.00000,1.00000,0.00000,
6.54000,1.07589,-0.24937,1.06419,0.00207,0.00000,0.00000,1.00000,0.00000,
6.57000,1.07665,-0.25231,1.06358,0.00203,0.00000,0.00000,1.00000,0.00000,
6.64000,1.07704,-0.25377,1.06327,0.00200,0.00000,0.00000,1.00000,0.00000,
6.67000,1.07801,-0.25741,1.06248,0.00194,0.00000,0.00000,1.00000,0.00000,
6.70000,1.07897,-0.26102,1.06167,0.00188,0.00000,0.00000,1.00000,0.00000,
6.74000,1.07973,-0.26389,1.06102,0.00183,0.00000,0.00000,1.00000,0.00000,
6.77000,1.08048,-0.26673,1.06035,0.00178,0.00000,0.00000,1.00000,0.00000,
6.84000,1.08084,-0.26813,1.06002,0.00175,0.00000,0.00000,1.00000,0.00000,
6.87000,1.08172,-0.27161,1.05917,0.00168,0.00000,0.00000,1.00000,0.00000,
6.90000,1.08207,-0.27299,1.05883,0.00165,0.00000,0.00000,1.00000,0.00000,
6.94000,1.08337,-0.27840,1.05745,0.00154,0.00000,0.00000,1.00000,0.00000,
7.00000,1.08426,-0.28236,1.05641,0.00145,0.00000,0.00000,1.00000,0.00000,
7.07000,1.08509,-0.28622,1.05536,0.00137,0.00000,0.00000,1.00000,0.00000,
7.14000,1.08534,-0.28749,1.05501,0.00134,0.00000,0.00000,1.00000,0.00000,
7.17000,1.08629,-0.29244,1.05361,0.00123,0.00000,0.00000,1.00000,0.00000,
7.24000,1.08672,-0.29485,1.05291,0.00118,0.00000,0.00000,1.00000,0.00000,
7.27000,1.08692,-0.29604,1.05256,0.00115,0.00000,0.00000,1.00000,0.00000,
7.30000,1.08729,-0.29839,1.05186,0.00110,0.00000,0.00000,1.00000,0.00000,
7.34000,1.08786,-0.30241,1.05063,0.00101,0.00000,0.00000,1.00000,0.00000,
7.40000,1.08814,-0.30465,1.04993,0.00096,0.00000,0.00000,1.00000,0.00000,
7.44000,1.08856,-0.30848,1.04872,0.00087,0.00000,0.00000,1.00000,0.00000,
7.50000,1.08879,-0.31116,1.04786,0.00081,0.00000,0.00000,1.00000,0.00000,
7.57000,1.08904,-0.31481,1.04667,0.00073,0.00000,0.00000,1.00000,0.00000,
7.64000,1.08914,-0.31685,1.04599,0.00069,0.00000,0.00000,1.00000,0.00000,
7.67000,1.08922,-0.31885,1.04533,0.00065,0.00000,0.00000,1.00000,0.00000,
7.70000,1.08925,-0.32033,1.04483,0.00062,0.00000,0.00000,1.00000,0.00000,
7.74000,1.08928,-0.32178,1.04434,0.00059,0.00000,0.00000,1.00000,0.00000,
7.77000,1.08928,-0.32322,1.04385,0.00056,0.00000,0.00000,1.00000,0.00000,
7.80000,1.08927,-0.32603,1.04288,0.00051,0.00000,0.00000,1.00000,0.00000,
7.84000,1.08922,-0.32831,1.04209,0.00047,0.00000,0.00000,1.00000,0.00000,
7.90000,1.08913,-0.33096,1.04115,0.00042,0.00000,0.00000,1.00000,0.00000,
7.97000,1.08906,-0.33268,1.04054,0.00039,0.00000,0.00000,1.00000,0.00000,
8.00000,1.08902,-0.33352,1.04024,0.00037,0.00000,0.00000,1.00000,0.00000,
8.04000,1.08895,-0.33477,1.03979,0.00035,0.00000,0.00000,1.00000,0.00000,
8.07000,1.08886,-0.33639,1.03919,0.00033,0.00000,0.00000,1.00000,0.00000,
8.10000,1.08873,-0.33874,1.03832,0.00029,0.00000,0.00000,1.00000,0.00000,
8.14000,1.08864,-0.34026,1.03775,0.00027,0.00000,0.00000,1.00000,0.00000,
8.20000,1.08860,-0.34100,1.03747,0.00025,0.00000,0.00000,1.00000,0.00000,
8.24000,1.08850,-0.34281,1.03677,0.00023,0.00000,0.00000,1.00000,0.00000,
8.27000,1.08844,-0.34386,1.03636,0.00021,0.00000,0.00000,1.00000,0.00000,
8.30000,1.08839,-0.34490,1.03596,0.00020,0.00000,0.00000,1.00000,0.00000,
8.34000,1.08833,-0.34624,1.03543,0.00018,0.00000,0.00000,1.00000,0.00000,
8.37000,1.08826,-0.34850,1.03452,0.00015,0.00000,0.00000,1.00000,0.00000,
8.44000,1.08824,-0.34913,1.03427,0.00014,0.00000,0.00000,1.00000,0.00000,
8.47000,1.08822,-0.35036,1.03377,0.00012,0.00000,0.00000,1.00000,0.00000,
8.50000,1.08822,-0.35155,1.03328,0.00011,0.00000,0.00000,1.00000,0.00000,
8.54000,1.08822,-0.35214,1.03303,0.00010,0.00000,0.00000,1.00000,0.00000,
8.57000,1.08825,-0.35356,1.03244,0.00009,0.00000,0.00000,1.00000,0.00000,
8.60000,1.08825,-0.35384,1.03232,0.00008,0.00000,0.00000,1.00000,0.00000,
8.64000,1.08830,-0.35493,1.03186,0.00007,0.00000,0.00000,1.00000,0.00000,
8.67000,1.08834,-0.35573,1.03152,0.00006,0.00000,0.00000,1.00000,0.00000,
8.70000,1.08842,-0.35677,1.03108,0.00005,0.00000,0.00000,1.00000,0.00000,
8.74000,1.08847,-0.35727,1.03086,0.00005,0.00000,0.00000,1.00000,0.00000,
8.77000,1.08863,-0.35874,1.03021,0.00003,0.00000,0.00000,1.00000,0.00000,
8.80000,1.08872,-0.35945,1.02990,0.00003,0.00000,0.00000,1.00000,0.00000,
8.84000,1.08880,-0.35992,1.02969,0.00002,0.00000,0.00000,1.00000,0.00000,
8.87000,1.08912,-0.36170,1.02888,0.00001,0.00000,0.00000,1.00000,0.00000,
8.94000,1.08942,-0.36295,1.02830,-0.00000,0.00000,0.00000,1.00000,0.00000,
9.00000,1.08959,-0.36355,1.02801,-0.00001,0.00000,0.00000,1.00000,0.00000,
9.04000,1.08976,-0.36413,1.02773,-0.00001,0.00000,0.00000,1.00000,0.00000,
9.07000,1.09007,-0.36506,1.02728,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.10000,1.09027,-0.36559,1.02701,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.14000,1.09048,-0.36611,1.02675,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.17000,1.09062,-0.36644,1.02658,-0.00002,0.00000,0.00000,1.00000,0.00000,
9.20000,1.09100,-0.36725,1.02616,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.24000,1.09157,-0.36829,1.02559,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.30000,1.09174,-0.36857,1.02543,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.34000,1.09210,-0.36911,1.02512,-0.00003,0.00000,0.00000,1.00000,0.00000,
9.37000,1.09247,-0.36961,1.02482,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.40000,1.09275,-0.36997,1.02459,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.44000,1.09295,-0.37021,1.02445,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.47000,1.09334,-0.37065,1.02416,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.50000,1.09376,-0.37106,1.02388,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.54000,1.09407,-0.37135,1.02367,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.57000,1.09450,-0.37172,1.02340,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.60000,1.09483,-0.37198,1.02320,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.64000,1.09506,-0.37214,1.02307,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.67000,1.09551,-0.37245,1.02281,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.70000,1.09634,-0.37292,1.02238,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.77000,1.09682,-0.37316,1.02214,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.80000,1.09707,-0.37327,1.02202,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.84000,1.09782,-0.37357,1.02167,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.90000,1.09897,-0.37393,1.02117,-0.00004,0.00000,0.00000,1.00000,0.00000,
9.97000,1.09937,-0.37402,1.02101,-0.00004,0.00000,0.00000,1.00000,0.00000,
10.00000,1.09963,-0.37408,1.02090,-0.00004,0.00000,0.00000,1.00000,0.00000,
10.04000,1.10003,-0.37415,1.02075,-0.00003,0.00000,0.00000,1.00000,0.00000,
10.07000,1.10098,-0.37428,1.02039,-0.00003,0.00000,-0.00000,1.00000,0.00000,
10.14000,1.10153,-0.37433,1.02020,-0.00003,0.00000,-0.00000,1.00000,0.00000,
10.17000,1.10209,-0.37436,1.02000,-0.00003,0.00000,-0.00001,1.00000,0.00000,
10.20000,1.10251,-0.37437,1.01986,-0.00003,0.00000,-0.00003,1.00000,0.00000,
10.24000,1.10280,-0.37438,1.01977,-0.00003,0.00000,-0.00006,1.00000,0.00000,
10.27000,1.10351,-0.37436,1.01954,-0.00003,0.00000,-0.00009,1.00000,0.00000,
10.30000,1.10439,-0.37432,1.01927,-0.00003,0.00000,-0.00016,1.00000,0.00000,
10.37000,1.10542,-0.37424,1.01897,-0.00003,0.00000,-0.00031,1.00000,0.00000,
10.44000,1.10588,-0.37420,1.01884,-0.00003,0.00000,-0.00058,1.00000,0.00000,
10.47000,1.10633,-0.37416,1.01872,-0.00003,0.00000,-0.00073,1.00000,0.00000,
10.50000,1.10679,-0.37413,1.01859,-0.00003,0.00000,-0.00097,1.00000,0.00000,
10.54000,1.10740,-0.37410,1.01843,-0.00003,0.00000,-0.00118,1.00000,0.00000,
10.57000,1.10849,-0.37410,1.01816,-0.00003,0.00000,-0.00142,1.00000,0.00000,
10.64000,1.10880,-0.37411,1.01808,-0.00004,0.00000,-0.00209,1.00000,0.00000,
10.67000,1.10943,-0.37416,1.01793,-0.00004,0.00000,-0.00244,1.00000,0.00000,
10.70000,1.10991,-0.37422,1.01782,-0.00004,0.00000,-0.00295,1.00000,0.00000,
10.74000,1.11103,-0.37443,1.01756,-0.00004,0.00000,-0.00338,1.00000,0.00000,
10.80000,1.11201,-0.37472,1.01734,-0.00004,0.00000,-0.00454,1.00000,0.00000,
10.84000,1.11282,-0.37505,1.01717,-0.00004,0.00000,-0.00572,1.00000,0.00000,
10.87000,1.11299,-0.37513,1.01713,-0.00004,0.00000,-0.00661,1.00000,0.00000,
10.94000,1.11447,-0.37598,1.01682,-0.00005,0.00001,-0.00733,1.00000,0.00000,
11.00000,1.11497,-0.37634,1.01672,-0.00005,0.00001,-0.00922,1.00000,0.00000,
11.04000,1.11547,-0.37674,1.01662,-0.00005,0.00001,-0.01011,1.00000,0.00000,
11.07000,1.11613,-0.37735,1.01648,-0.00005,0.00001,-0.01106,1.00000,0.00000,
11.10000,1.11647,-0.37768,1.01642,-0.00005,0.00002,-0.01242,1.00000,0.00000,
11.14000,1.11714,-0.37841,1.01629,-0.00005,0.00002,-0.01350,1.00000,0.00000,
11.17000,1.11780,-0.37923,1.01616,-0.00006,0.00002,-0.01465,1.00000,0.00000,
11.20000,1.11864,-0.38037,1.01599,-0.00006,0.00003,-0.01627,1.00000,0.00000,
11.27000,1.11947,-0.38166,1.01583,-0.00006,0.00004,-0.01892,1.00000,0.00000,
11.30000,1.11997,-0.38251,1.01574,-0.00006,0.00004,-0.02083,1.00000,0.00000,
11.34000,1.12030,-0.38311,1.01567,-0.00006,0.00005,-0.02235,1.00000,0.00000,
11.37000,1.12097,-0.38438,1.01555,-0.00006,0.00006,-0.02393,1.00000,0.00000,
11.40000,1.12164,-0.38576,1.01542,-0.00006,0.00007,-0.02615,1.00000,0.00000,
11.44000,1.12281,-0.38844,1.01520,-0.00006,0.00008,-0.02791,1.00000,0.00000,
11.50000,1.12332,-0.38970,1.01510,-0.00007,0.00010,-0.03229,1.00000,0.00000,
11.54000,1.12383,-0.39103,1.01501,-0.00007,0.00012,-0.03430,1.00000,0.00000,
11.57000,1.12502,-0.39441,1.01478,-0.00007,0.00013,-0.03638,1.00000,0.00000,
11.60000,1.12536,-0.39545,1.01472,-0.00007,0.00017,-0.04157,1.00000,0.00000,
11.67000,1.12621,-0.39818,1.01456,-0.00007,0.00019,-0.04393,1.00000,0.00000,
11.70000,1.12673,-0.39991,1.01446,-0.00007,0.00022,-0.04721,1.00000,0.00000,
11.74000,1.12724,-0.40172,1.01437,-0.00007,0.00025,-0.04977,1.00000,0.00000,
11.77000,1.12828,-0.40556,1.01418,-0.00007,0.00027,-0.05242,1.00000,0.00000,
11.84000,1.12897,-0.40829,1.01405,-0.00007,0.00035,-0.05894,1.00000,0.00000,
11.87000,1.12966,-0.41117,1.01392,-0.00008,0.00038,-0.06190,1.00000,0.00000,
